Handle,Title,Product_Type,Image_Position,FAL_URL,Local_Path,Alt_Text,Prompt,Status
security-safe-39-x-26-5-x-26-5-1,"Security Safe  39"" x 26.5"" x 26.5""",,2,https://v3b.fal.media/files/b/0a979c66/Bc8AiCrmm9V2vCX34C48H.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/security-safe-39-x-26-5-x-26-5-1-gen-2.jpg,"Security Safe  39"" x 26.5"" x 26.5"" - Office Setting","Professional product photography of Security Safe  39"" x 26.5"" x 26.5"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
security-safe-39-x-26-5-x-26-5-1,"Security Safe  39"" x 26.5"" x 26.5""",,3,https://v3b.fal.media/files/b/0a979c66/BTVPiUsLkKxmDHeIdMkWT.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/security-safe-39-x-26-5-x-26-5-1-gen-3.jpg,"Security Safe  39"" x 26.5"" x 26.5"" - Workspace View","Security Safe  39"" x 26.5"" x 26.5"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
security-safe-39-x-26-5-x-26-5-1,"Security Safe  39"" x 26.5"" x 26.5""",,4,https://v3b.fal.media/files/b/0a979c66/8qzlmRZDKaHK4mWCSenJd.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/security-safe-39-x-26-5-x-26-5-1-gen-4.jpg,"Security Safe  39"" x 26.5"" x 26.5"" - Detail Close-Up","Close-up detail shot of Security Safe  39"" x 26.5"" x 26.5"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
security-safe-fire-resistant-50-5-x-26-5-1,"Security Safe  Fire Resistant 50.5"" x 26.5""",,2,https://v3b.fal.media/files/b/0a979c66/y8rKnR2qCYocU3dXyXN6C.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/security-safe-fire-resistant-50-5-x-26-5-1-gen-2.jpg,"Security Safe  Fire Resistant 50.5"" x 26.5"" - Office Setting","Professional product photography of Security Safe  Fire Resistant 50.5"" x 26.5"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
security-safe-fire-resistant-50-5-x-26-5-1,"Security Safe  Fire Resistant 50.5"" x 26.5""",,3,https://v3b.fal.media/files/b/0a979c66/2OMts7q3RdRiwJgXi8JXa.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/security-safe-fire-resistant-50-5-x-26-5-1-gen-3.jpg,"Security Safe  Fire Resistant 50.5"" x 26.5"" - Workspace View","Security Safe  Fire Resistant 50.5"" x 26.5"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
security-safe-fire-resistant-50-5-x-26-5-1,"Security Safe  Fire Resistant 50.5"" x 26.5""",,4,https://v3b.fal.media/files/b/0a979c66/ea7tKKEWq76Pdm-GZSXUr.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/security-safe-fire-resistant-50-5-x-26-5-1-gen-4.jpg,"Security Safe  Fire Resistant 50.5"" x 26.5"" - Detail Close-Up","Close-up detail shot of Security Safe  Fire Resistant 50.5"" x 26.5"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
newland-box-file-mobile-pedestal,Newland Box/File Mobile Pedestal NLMP23BF,Uncategorized,2,https://v3b.fal.media/files/b/0a979c67/0tbR97oeElN-XmKmuEPJr.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/newland-box-file-mobile-pedestal-gen-2.jpg,Newland Box/File Mobile Pedestal NLMP23BF - Office Setting,"Professional product photography of Newland Box/File Mobile Pedestal NLMP23BF, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
newland-box-file-mobile-pedestal,Newland Box/File Mobile Pedestal NLMP23BF,Uncategorized,3,https://v3b.fal.media/files/b/0a979c67/SHzViBBXX5h9NgN9wbOEm.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/newland-box-file-mobile-pedestal-gen-3.jpg,Newland Box/File Mobile Pedestal NLMP23BF - Workspace View,"Newland Box/File Mobile Pedestal NLMP23BF, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
newland-box-file-mobile-pedestal,Newland Box/File Mobile Pedestal NLMP23BF,Uncategorized,4,https://v3b.fal.media/files/b/0a979c67/31oqaU_psUYQda-InmwpN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/newland-box-file-mobile-pedestal-gen-4.jpg,Newland Box/File Mobile Pedestal NLMP23BF - Detail Close-Up,"Close-up detail shot of Newland Box/File Mobile Pedestal NLMP23BF, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
l-shape-desk-3-sizes-13-colours,"""L"" Shape Desk 6 Sizes 13 colours",Uncategorized,2,https://v3b.fal.media/files/b/0a979c67/2FuM5cSsFjeH1Jh81pbZK.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-desk-3-sizes-13-colours-gen-2.jpg,"""L"" Shape Desk 6 Sizes 13 colours - Office Setting","Professional product photography of ""L"" Shape Desk 6 Sizes 13 colours, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
l-shape-desk-3-sizes-13-colours,"""L"" Shape Desk 6 Sizes 13 colours",Uncategorized,3,https://v3b.fal.media/files/b/0a979c67/Zrd-d8yP1ZmKRDueIIHig.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-desk-3-sizes-13-colours-gen-3.jpg,"""L"" Shape Desk 6 Sizes 13 colours - Workspace View","""L"" Shape Desk 6 Sizes 13 colours, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
l-shape-desk-3-sizes-13-colours,"""L"" Shape Desk 6 Sizes 13 colours",Uncategorized,4,https://v3b.fal.media/files/b/0a979c68/HeN_hOyopGj-D1zVkyU-n.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-desk-3-sizes-13-colours-gen-4.jpg,"""L"" Shape Desk 6 Sizes 13 colours - Detail Close-Up","Close-up detail shot of ""L"" Shape Desk 6 Sizes 13 colours, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
boat-shaped-conference-table-96-x-36-x-29,"Boat Shaped Conference Table - 96"" x 36"" x 29""",Uncategorized,2,https://v3b.fal.media/files/b/0a979c68/matNC4EQoVVScM2h5T1aO.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/boat-shaped-conference-table-96-x-36-x-29-gen-2.jpg,"Boat Shaped Conference Table - 96"" x 36"" x 29"" - Office Setting","Professional product photography of Boat Shaped Conference Table - 96"" x 36"" x 29"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
boat-shaped-conference-table-96-x-36-x-29,"Boat Shaped Conference Table - 96"" x 36"" x 29""",Uncategorized,3,https://v3b.fal.media/files/b/0a979c68/yPgsnKO5sx9U_zYLiqTYc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/boat-shaped-conference-table-96-x-36-x-29-gen-3.jpg,"Boat Shaped Conference Table - 96"" x 36"" x 29"" - Workspace View","Boat Shaped Conference Table - 96"" x 36"" x 29"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
boat-shaped-conference-table-96-x-36-x-29,"Boat Shaped Conference Table - 96"" x 36"" x 29""",Uncategorized,4,https://v3b.fal.media/files/b/0a979c68/io3E0iWdseMu29snqKLzW.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/boat-shaped-conference-table-96-x-36-x-29-gen-4.jpg,"Boat Shaped Conference Table - 96"" x 36"" x 29"" - Detail Close-Up","Close-up detail shot of Boat Shaped Conference Table - 96"" x 36"" x 29"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
floor-chairmat-carpet-hard-floor-60-x-46,"Floor Chairmat Carpet, Hard Floor 60""  x 46""",,2,https://v3b.fal.media/files/b/0a979c68/mUSP6v1CS-OGSiLzRgl7h.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/floor-chairmat-carpet-hard-floor-60-x-46-gen-2.jpg,"Floor Chairmat Carpet, Hard Floor 60""  x 46"" - Office Setting","Professional product photography of Floor Chairmat Carpet, Hard Floor 60""  x 46"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
floor-chairmat-carpet-hard-floor-60-x-46,"Floor Chairmat Carpet, Hard Floor 60""  x 46""",,3,https://v3b.fal.media/files/b/0a979c69/W6tK07R3CgcWrc-UmJs08.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/floor-chairmat-carpet-hard-floor-60-x-46-gen-3.jpg,"Floor Chairmat Carpet, Hard Floor 60""  x 46"" - Workspace View","Floor Chairmat Carpet, Hard Floor 60""  x 46"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
floor-chairmat-carpet-hard-floor-60-x-46,"Floor Chairmat Carpet, Hard Floor 60""  x 46""",,4,https://v3b.fal.media/files/b/0a979c69/9kV0lSlzhzzuq2jKre8ie.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/floor-chairmat-carpet-hard-floor-60-x-46-gen-4.jpg,"Floor Chairmat Carpet, Hard Floor 60""  x 46"" - Detail Close-Up","Close-up detail shot of Floor Chairmat Carpet, Hard Floor 60""  x 46"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
dolly-7,Dolly,,2,https://v3b.fal.media/files/b/0a979c69/NrJvwYtNHavN9m6nderD3.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/dolly-7-gen-2.jpg,Dolly - Office Setting,"Professional product photography of Dolly, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
dolly-7,Dolly,,3,https://v3b.fal.media/files/b/0a979c69/Apiu89AAtirulLYu5nIpT.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/dolly-7-gen-3.jpg,Dolly - Workspace View,"Dolly, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
dolly-7,Dolly,,4,https://v3b.fal.media/files/b/0a979c69/vuC73545S11ImhVuCOYte.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/dolly-7-gen-4.jpg,Dolly - Detail Close-Up,"Close-up detail shot of Dolly, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
coat-tree-hook-stand-1,Coat Tree Hook Stand,,2,https://v3b.fal.media/files/b/0a979c6a/GMSaO-jP0r5icLPYNdyXI.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/coat-tree-hook-stand-1-gen-2.jpg,Coat Tree Hook Stand - Office Setting,"Professional product photography of Coat Tree Hook Stand, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
coat-tree-hook-stand-1,Coat Tree Hook Stand,,3,https://v3b.fal.media/files/b/0a979c6a/4cu7A7CFc5c5skbFCo7bp.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/coat-tree-hook-stand-1-gen-3.jpg,Coat Tree Hook Stand - Workspace View,"Coat Tree Hook Stand, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
coat-tree-hook-stand-1,Coat Tree Hook Stand,,4,https://v3b.fal.media/files/b/0a979c6a/Q_zW1WM7hC7plmHlLYtXm.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/coat-tree-hook-stand-1-gen-4.jpg,Coat Tree Hook Stand - Detail Close-Up,"Close-up detail shot of Coat Tree Hook Stand, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
l-shape-reception-72-x-72-x-41-1,"L-Shape Reception - 72"" x 72"" x 41""",Business & Industrial > Hotel & Hospitality > Hotel Supplies > Reception Desks & Counters,2,https://v3b.fal.media/files/b/0a979c6a/YxYQM4m3GJEF9QGqYSrO8.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-reception-72-x-72-x-41-1-gen-2.jpg,"L-Shape Reception - 72"" x 72"" x 41"" - Office Setting","Professional product photography of L-Shape Reception - 72"" x 72"" x 41"", a reception desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
l-shape-reception-72-x-72-x-41-1,"L-Shape Reception - 72"" x 72"" x 41""",Business & Industrial > Hotel & Hospitality > Hotel Supplies > Reception Desks & Counters,3,https://v3b.fal.media/files/b/0a979c6a/oLo0CBRbREzbLRCZEjuHK.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-reception-72-x-72-x-41-1-gen-3.jpg,"L-Shape Reception - 72"" x 72"" x 41"" - Workspace View","L-Shape Reception - 72"" x 72"" x 41"", a reception desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
l-shape-reception-72-x-72-x-41-1,"L-Shape Reception - 72"" x 72"" x 41""",Business & Industrial > Hotel & Hospitality > Hotel Supplies > Reception Desks & Counters,4,https://v3b.fal.media/files/b/0a979c6a/jaEXm5h3xBRbAhCAtR2AM.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shape-reception-72-x-72-x-41-1-gen-4.jpg,"L-Shape Reception - 72"" x 72"" x 41"" - Detail Close-Up","Close-up detail shot of L-Shape Reception - 72"" x 72"" x 41"", a reception desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
plexiglass-hanging-modesty-panel-48-width-x-15-height-2,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height",Uncategorized,2,https://v3b.fal.media/files/b/0a979c6b/rGbDkArC0IS-8ysTQ-d2Y.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/plexiglass-hanging-modesty-panel-48-width-x-15-height-2-gen-2.jpg,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Office Setting","Professional product photography of Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
plexiglass-hanging-modesty-panel-48-width-x-15-height-2,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height",Uncategorized,3,https://v3b.fal.media/files/b/0a979c6b/h9tkYFE1Q-_ts3K-S3Z08.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/plexiglass-hanging-modesty-panel-48-width-x-15-height-2-gen-3.jpg,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Workspace View","Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
plexiglass-hanging-modesty-panel-48-width-x-15-height-2,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height",Uncategorized,4,https://v3b.fal.media/files/b/0a979c6b/-s3l2x7tAXW5mW6Uj1Tn2.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/plexiglass-hanging-modesty-panel-48-width-x-15-height-2-gen-4.jpg,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Detail Close-Up","Close-up detail shot of Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
heartwood-plexiglass-hanging-modesty-panel-48-width-x-15-height-plexiglass-silver-metal-clear-2,"Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass - Silver Metal, Clear",,2,https://v3b.fal.media/files/b/0a979c6b/wblfeCBrvnUKKzERys_VU.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/heartwood-plexiglass-hanging-modesty-panel-48-width-x-15-height-plexiglass-silver-metal-clear-2-gen-2.jpg,"Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass - Silver Metal, Clear - Office Setting","Professional product photography of Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
heartwood-plexiglass-hanging-modesty-panel-48-width-x-15-height-plexiglass-silver-metal-clear-2,"Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass - Silver Metal, Clear",,3,https://v3b.fal.media/files/b/0a979c6b/bC4ywDu96twCQsAEoKZQt.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/heartwood-plexiglass-hanging-modesty-panel-48-width-x-15-height-plexiglass-silver-metal-clear-2-gen-3.jpg,"Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass - Silver Metal, Clear - Workspace View","Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
heartwood-plexiglass-hanging-modesty-panel-48-width-x-15-height-plexiglass-silver-metal-clear-2,"Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass - Silver Metal, Clear",,4,https://v3b.fal.media/files/b/0a979c6c/4yd116dH2h4ov1Y43JUZJ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/heartwood-plexiglass-hanging-modesty-panel-48-width-x-15-height-plexiglass-silver-metal-clear-2-gen-4.jpg,"Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass - Silver Metal, Clear - Detail Close-Up","Close-up detail shot of Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
innovations-suite,Innovations Suite,Uncategorized,2,https://v3b.fal.media/files/b/0a979c6c/chWPqZYHrkIhkvBh9UKD1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovations-suite-gen-2.jpg,Innovations Suite - Office Setting,"Professional product photography of Innovations Suite, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
innovations-suite,Innovations Suite,Uncategorized,3,https://v3b.fal.media/files/b/0a979c6c/57ocIXS-x_-OKLPO20fCt.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovations-suite-gen-3.jpg,Innovations Suite - Workspace View,"Innovations Suite, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
innovations-suite,Innovations Suite,Uncategorized,4,https://v3b.fal.media/files/b/0a979c6c/0EZ4zhGeBFKZTNL-lu_uD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/innovations-suite-gen-4.jpg,Innovations Suite - Detail Close-Up,"Close-up detail shot of Innovations Suite, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
offices-to-go-chair-2,Offices To Go Chair,,2,https://v3b.fal.media/files/b/0a979c6c/_74yjMDqeES9NfoftlTaj.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/offices-to-go-chair-2-gen-2.jpg,Offices To Go Chair - Office Setting,"Professional product photography of Offices To Go Chair, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
offices-to-go-chair-2,Offices To Go Chair,,3,https://v3b.fal.media/files/b/0a979c6d/LQZx8vZggItsAst87IICE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/offices-to-go-chair-2-gen-3.jpg,Offices To Go Chair - Workspace View,"Offices To Go Chair, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
offices-to-go-chair-2,Offices To Go Chair,,4,https://v3b.fal.media/files/b/0a979c6d/wjxdsu14d0S19NfuZYiN_.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/offices-to-go-chair-2-gen-4.jpg,Offices To Go Chair - Detail Close-Up,"Close-up detail shot of Offices To Go Chair, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6""",,2,https://v3b.fal.media/files/b/0a979c6d/052Y6VxUGnh-8QkPGK22K.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3-gen-2.jpg,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6"" - Office Setting","Professional product photography of Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6""",,3,https://v3b.fal.media/files/b/0a979c6d/QK2bBQfbExjUln7676_TB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3-gen-3.jpg,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6"" - Workspace View","Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6""",,4,https://v3b.fal.media/files/b/0a979c6d/i37iMw18G-rst74ZLUeza.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3-gen-4.jpg,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6"" - Detail Close-Up","Close-up detail shot of Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
safe-digital-fire-water-file,Safe Digital Fire/Water File,,2,https://v3b.fal.media/files/b/0a979c6e/KEaMOH54tf72bz51HovbB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/safe-digital-fire-water-file-gen-2.jpg,Safe Digital Fire/Water File - Office Setting,"Professional product photography of Safe Digital Fire/Water File, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
safe-digital-fire-water-file,Safe Digital Fire/Water File,,3,https://v3b.fal.media/files/b/0a979c6e/g4Onn6-QyiHZFwCyCQCYq.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/safe-digital-fire-water-file-gen-3.jpg,Safe Digital Fire/Water File - Workspace View,"Safe Digital Fire/Water File, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
safe-digital-fire-water-file,Safe Digital Fire/Water File,,4,https://v3b.fal.media/files/b/0a979c6e/rOBBqONPm3Ndp1GeCIAfD.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/safe-digital-fire-water-file-gen-4.jpg,Safe Digital Fire/Water File - Detail Close-Up,"Close-up detail shot of Safe Digital Fire/Water File, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
folding-table-60-4,Folding Chair,Uncategorized,2,https://v3b.fal.media/files/b/0a979c6e/4OEFt1NIEq-j6noqn0DrY.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-60-4-gen-2.jpg,Folding Chair - Office Setting,"Professional product photography of Folding Chair, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
folding-table-60-4,Folding Chair,Uncategorized,3,https://v3b.fal.media/files/b/0a979c6e/DzX5p-mb4bUhdOjJzrC6c.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-60-4-gen-3.jpg,Folding Chair - Workspace View,"Folding Chair, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
folding-table-60-4,Folding Chair,Uncategorized,4,https://v3b.fal.media/files/b/0a979c6f/er0zz9RpSt2a-FuvYoD9Q.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-60-4-gen-4.jpg,Folding Chair - Detail Close-Up,"Close-up detail shot of Folding Chair, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
folding-table-30-x-96-1,"Folding Table  30""  x 96""",,2,https://v3b.fal.media/files/b/0a979c6f/C8zRzKWCvDxa0OhxMyCa-.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-30-x-96-1-gen-2.jpg,"Folding Table  30""  x 96"" - Office Setting","Professional product photography of Folding Table  30""  x 96"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
folding-table-30-x-96-1,"Folding Table  30""  x 96""",,3,https://v3b.fal.media/files/b/0a979c6f/essXHXYFr1VMzejh2dFzB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-30-x-96-1-gen-3.jpg,"Folding Table  30""  x 96"" - Workspace View","Folding Table  30""  x 96"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
