handle,title,type_bucket,product_type,vendor,sold_orders,sold_revenue,has_image,has_price,all_oos,rule_applied,proposed_action,reason,proposed_tags,admin_url
koko-tables,KOKO Tables,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9820585525561
kensington-universal-charge-sync-tablet-cabinet,Kensington Universal Charge/Sync Tablet Cabinet,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9827425616185
keyboard-tray-multi-adjustable,Keyboard Tray Multi Adjustable,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9666434138425
manual-height-adjustable-base,MANUAL HEIGHT ADJUSTABLE BASE (Tops sold separately),Tables,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9882644414777
makerspace-tables,Makerspace Tables,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9785193038137
management-u-shaped-suite-with-3-stage-height-adjustable-table,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9726681907513
management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table NLP410",Tables,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9900174475577
manual-height-adjustable-table,Manual Height Adjustable Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9795576660281
meeting-table,Meeting Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,"tables, boardroom",https://admin.shopify.com/store/office-central/products/9853059694905
nesting-training-table-8-colour-choices,Nesting Training Table (8 Colour Choices),Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,"tables, training-room",https://admin.shopify.com/store/office-central/products/9729271464249
pneumatic-single-table,PNEUMATIC SINGLE TABLE,Tables,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/10040680808761
premium-plinth-cylinder-table-recessed-base-2,"Premium Plinth Cylinder Table, Recessed Base",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9764262936889
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,"Prime™ 49.6""H Two File Multi-Stor Cabinet, 36""W x 18""D - One Adjustable Shelf (GUCC41G1836P)",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9733027758393
quick-assembly-electric-height-adjustable-base,Quick Assembly Electric Height Adjustable Base,Tables,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/10045568352569
quick-assembly-electric-height-adjustable-base-2-legs,Quick Assembly Electric Height Adjustable Base - 2 legs,Tables,Heights adjustable base,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9783856824633
quick-assembly-height-adjustable-base,Quick Assembly Height Adjustable Base,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9842444271929
ranger-steel-4-post-table-42-w-x-30-d,Ranger Steel 4-Post Table 42”W x 30”D,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9702669975865
ranger-steel-4-post-table-42-w-x-30-d-with-drawer-safco,Ranger Steel 4-Post Table 42”W x 30”D with Drawer SAFCO,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9702670467385
ranger-table,Ranger Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9785891127609
recycled-plastic-picnic-tables,Recycled Plastic Picnic Tables,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9676931498297
round-table-x-base-5,Round Table - X-Base,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9103337423161
round-table-29-high,"Round Table 29"" High",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9680085844281
round-table-29-high-8-colours,"Round Table 29"" High (8 Colours)",Tables,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/10128782164281
round-table-cross-base-8-colours,Round Table Cross Base 8 Colours,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9841829478713
round-table-glass-top,Round Table Glass Top,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9673696248121
round-table-glass-top-1,Round Table Glass Top,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9673698214201
screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,"Screenflex 5 Panel Mobile Light-Duty Portable Room Divider, 6'5""H x 9'5""W, Fabric Color: Stone",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9688173543737
table-18x28,"Table - 18""x28""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9114131923257
table-29-x-28-3,"Table - 29"" x 28""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9113895928121
table-29-x-28-4,"Table - 29"" x 28""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9113981321529
table-29-x-28-5,"Table - 29"" x 28""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9114029326649
table-round-height-adjustable,Table Round Height Adjustable,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9683059179833
tables-dolly-7,Tables Dolly,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9113822462265
tables-dolly-8,Tables Dolly,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9113935479097
taper-leg-table,Taper Leg Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9724674277689
terina-training-tables-rectangular-table-8-sizes,Terina™ Training Tables Rectangular Table 8 Sizes,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,"tables, training-room",https://admin.shopify.com/store/office-central/products/9686654255417
trapezoid-tables-3-sizes,Trapezoid Tables (3 Sizes),Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9769268871481
tucana-elite-training-nesting-tables,Tucana Elite Training Nesting Tables,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,"tables, training-room",https://admin.shopify.com/store/office-central/products/9728150241593
two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9744712171833
upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,"tables, boardroom",https://admin.shopify.com/store/office-central/products/9674747117881
work-table-at,Work Table AT,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9826724872505
aeramax-air-purifier-true-hepa-plasmatrue-1,"AeraMax® Air Purifier - True HEPA, PlasmaTrue",Accessories,,Business Interiors,1,239.99,Y,Y,N,sold,keep-live,1 units sold,accessories,https://admin.shopify.com/store/office-central/products/9712563487033
anti-fatigue-wellness-mat-36-x-24-5,"Anti-Fatigue Wellness Mat  36"" x 24""",Accessories,,Business Interiors,1,88.99,Y,Y,N,sold,keep-live,1 units sold,accessories,https://admin.shopify.com/store/office-central/products/9103326871865
caster-options,Caster Options,Accessories,Avis-add-charge,Business Interiors,8,735.0,N,Y,N,sold,keep-live,8 units sold,accessories,https://admin.shopify.com/store/office-central/products/9712829890873
innovation-l-shape-set,Innovation L-Shape Set,Accessories,,Business Interiors,1,1099.99,Y,Y,N,sold,keep-live,1 units sold,accessories,https://admin.shopify.com/store/office-central/products/9800714158393
otg-panels,OTG Panels,Accessories,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,accessories,https://admin.shopify.com/store/office-central/products/9665473052985
otg-mobile-foot-kit-pack-of-2,OTG | Mobile Foot Kit - Pack of 2,Accessories,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,accessories,https://admin.shopify.com/store/office-central/products/9665643315513
adapt-high-back-synchro-tilter-mvl11724,Adapt | High Back Synchro-Tilter MVL11724,Chairs,,Business Interiors,1,399.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9769092022585
amigo-mesh-chair-otg10900blk,Amigo Mesh Chair OTG10900BLK,Chairs,,Business Interiors,1,179.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9766192775481
ashmont-medium-back-guest-chair-mvl2782,Ashmont | Medium Back Guest Chair MVL2782,Chairs,,Business Interiors,1,3839.88,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9782581297465
ashmont-medium-back-management-tilter-mvl2781,Ashmont | Medium Back Management Tilter MVL2781,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9771597070649
ashton-high-back-tilter,Ashton | High Back Tilter,Chairs,,Business Interiors,3,2214.0,Y,Y,N,sold,keep-live,3 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9664281542969
basics-comfort-time-ultra-multi-tilter-chair-with-headrest,Basics Comfort-Time Ultra Multi-Tilter Chair with Headrest,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9747447873849
basics-elora-chair-high-back-black-leather-luxhide-mvl1893upu30bl20,"Basics Elora Chair - High Back - Black - Leather, Luxhide MVL1893UPU30BL20",Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9753585910073
basics-chevron-junior-operator-chair-mvl2363-7-1,Basics® Chevron Junior Operator Chair MVL2363-7,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9776146415929
basics-comfort-time-drafting-stool-with-or-without-arms-1,Basics® Comfort-Time™ Drafting Stool (with or without arms),Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9776149299513
basics-comfort-time-ultra-multi-tilter-big-tall-chair,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair,Chairs,,Business Interiors,1,349.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9768077066553
basics-comfort-time-ultra-multi-tilter-big-tall-with-headrest,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall with Headrest,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9768075526457
basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest),Chairs,,Business Interiors,4,1919.96,Y,Y,N,sold,keep-live,4 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9815800054073
basics-elora-home-office-synchro-tilter-chair-1,Basics® Elora™ Home Office Synchro Tilter Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9770509140281
basics-ergo-boss-executie-back-multi-tilter-chairs-bao28703,Basics® Ergo Boss™ Executie Back Multi-Tilter Chairs BAO28703,Chairs,,Business Interiors,1,749.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666750054713
basics-obusforme-elite-heavy-duty-multi-tilter-chair-ts2770-3-1,Basics® ObusForme® Elite Heavy Duty Multi-Tilter Chair TS2770-3,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9776141041977
basics-preto-swivel-tilt-chair-1,Basics® Preto Swivel Tilt Chair,Chairs,,Business Interiors,1,359.98,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9771509907769
brighton-high-back-tilter-mvl2787,Brighton | High Back Tilter MVL2787,Chairs,,Business Interiors,2,1798.68,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9782584049977
chair-black-steel-frame-3,Chair - Black Steel Frame,Chairs,,Business Interiors,1,714.0,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9103181316409
chair-black-steel-frame-2,Chair Black Steel Frame,Chairs,,Business Interiors,1,1608.0,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9100258541881
chevron-ultra-high-back-multi-tilter-chair-high-back-bao11203-1,Chevron Ultra High Back Multi-Tilter Chair - High Back BAO11203,Chairs,,Business Interiors,5,2939.95,Y,Y,N,sold,keep-live,5 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9747444826425
concorde-high-back-24hr-executive-synchro-tilter-2424,Concorde® High Back 24HR Executive Synchro-Tilter (2424),Chairs,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, private-office",https://admin.shopify.com/store/office-central/products/9924907008313
concorde-high-back-24hr-executive-synchro-tilter-deep-seat-2424-18,"Concorde® High Back 24HR Executive Synchro-Tilter, Deep Seat (2424-18)",Chairs,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, private-office",https://admin.shopify.com/store/office-central/products/9924908613945
concorde-high-back-executive-multi-tilter-2424,Concorde® High Back Executive Multi-Tilter 2424,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, private-office",https://admin.shopify.com/store/office-central/products/9666744680761
drift-seating,Drift Seating,Chairs,,Business Interiors,1,0.0,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9701172412729
elora-multi-tilter-high-back-chair-black-baomvl1893,ELORA Multi-Tilter High Back Chair Black BAOMVL1893,Chairs,,Business Interiors,2,859.98,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666755526969
ergo-boss-high-back-multi-tilter-chair-1,Ergo Boss™ High Back Multi-Tilter Chair,Chairs,,Business Interiors,2,3479.96,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666750906681
extended-high-back-tilter-otg11359-carleton,Extended High Back Tilter OTG11359 Carleton,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9766190809401
extended-high-back-wide-deep-seat-multi-tilt-bao27513,Extended High Back Wide & Deep Seat Multi Tilt BAO27513,Chairs,,Business Interiors,1,824.98,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9816405115193
folding-chair-plastic-4-pack,Folding Chair-Plastic 4/Pack,Chairs,,Business Interiors,1,1449.95,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9690426671417
format-high-back-synchro-tilter-with-adjustable-headrest-chair-mvl3192,Format | High Back Synchro-Tilter with Adjustable Headrest Chair MVL3192,Chairs,,Business Interiors,2,891.98,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666760606009
format-high-mesh-back-synchro-tilter,Format | High Mesh Back Synchro-Tilter,Chairs,,Business Interiors,6,3999.9,Y,Y,N,sold,keep-live,6 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666761457977
format-high-back-weight-sensing-synchro-tilter-mesh-seat-and-back-mvl3197-copy,"Format+ | High Back Weight Sensing Synchro-Tilter, Mesh Seat and Back",Chairs,,Business Interiors,1,499.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9771381686585
full-time-chair-mvl2900,Full Time Chair MVL2900,Chairs,,Business Interiors,2,779.9,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9706964681017
global-accord-back-knee-tilter-chair-1,Global Accord   Back Knee Tilter Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9639652557113
global-accord-mesh-back-tilter,Global Accord™ Mesh Back Tilter,Chairs,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9965349372217
global-obusforme-elite-multi-tilter-chair-high-back,Global OBUSforme Elite Multi-Tilter Chair High Back,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666747924793
ibex-upholstered-seat-mesh-back-tilter-chair-mvl2801,IBEX Upholstered Seat & Mesh Back Tilter Chair MVL2804,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9686790209849
ibex-drafting-task-stool-mvl2808,Ibex Drafting Task Stool MVL2808,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9776147792185
ibex-mesh-back-drafting-stool-task-chair-with-arms,Ibex Mesh Back Drafting Stool Task Chair with Arms,Chairs,,Business Interiors,1,499.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666389082425
ibex-synchro-tilter-chairs-mvl2801,Ibex Synchro-Tilter Chairs MVL2801,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9771009016121
ibex-mesh-seat-back-armless-drafting-chair-mvl2827,Ibex | Mesh Seat & Back Armless Drafting Chair MVL2827,Chairs,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/10100370112825
ibex-mesh-seat-back-multi-tilter-1,Ibex | Mesh Seat & Back Multi-Tilter,Chairs,,Business Interiors,1,3119.94,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9664290455865
ibex-upholstered-seat-back-guest-chair-mvl2819-1,Ibex | Upholstered Seat &  Back Guest Chair MVL2819,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9782586507577
ibex-upholstered-seat-back-guest-chair-mvl2832,Ibex | Upholstered Seat &  Back Guest Chair MVL2832,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/10002329272633
ibex-upholstered-seat-mesh-back-multi-tilter-1,Ibex | Upholstered Seat & Mesh Back Multi-Tilter MVL2803,Chairs,,Business Interiors,3,4869.89,Y,Y,N,sold,keep-live,3 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9664289014073
kaysee-high-back-tilter-otg12112b,Kaysee | High Back Tilter OTG12112B,Chairs,,Business Interiors,2,1059.96,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9760219201849
knight-lightweight-tilter-chair-otg11360,Knight Lightweight Tilter Chair OTG11360,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9771443061049
kody-mesh-chair-otg13110,Kody Mesh Chair OTG13110,Chairs,,Business Interiors,2,599.98,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9676166496569
kylie-multi-purpose-stacking-chair-cadet-otg11355c,Kylie | Multi-Purpose Stacking Chair - Cadet OTG11355C,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9782665183545
mvl11860-stradic-mesh-back-tilter,MVL11860 Stradic | Mesh Back Tilter,Chairs,,Business Interiors,1,296.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9712844013881
mvl11886-caman-high-back-tilter-bonded-leather,MVL11886 Caman | High Back Tilter Bonded Leather,Chairs,,Business Interiors,2,3899.87,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9816456495417
mvl2786-yoho-armless-low-back-task-chair,MVL2786 Yoho | Armless Low Back Task Chair,Chairs,,Office Central & Brant Business Interiors,1,239.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9938954748217
marche-guest-chair,Marche Guest Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9729470857529
marche-guest-chair-copy,Marche Guest Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9729471086905
marche-guest-chair-8622,Marche Guest Chair 8622,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9729473741113
mesh-chair-java-otg10902,Mesh Chair Java OTG10902,Chairs,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/10042763280697
mobile-folding-chair-storage-cart-3,Mobile Folding Chair Storage Cart,Chairs,,Business Interiors,1,298.71,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9097354182969
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,Chairs,,Business Interiors,1,744.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9666748711225
otg10740-masi-high-back-tilter,OTG10740 Masi | High Back Tilter,Chairs,,Business Interiors,1,299.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9708357452089
otg13026-safari-medium-mesh-back-tilter-chair,OTG13026 Safari | Medium Mesh Back Tilter Chair,Chairs,,Business Interiors,2,2249.91,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9712926556473
otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9766199361849
obusforme-comfort-high-back-chair-1260-3-schukra,ObusForme Comfort High Back Chair  1260-3 Schukra,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/10052615831865
obusforme-comfort-high-back-chair-fabric-1240-3,ObusForme Comfort High back Chair 1240-3,Chairs,,Business Interiors,9,10495.84,Y,Y,N,sold,keep-live,9 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9039326609721
obusforme-comfort-medium-back-chair-fabric-1241-3-copy-1,ObusForme Comfort Medium back Chair  1261-3 Schukra,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9938997543225
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,ObusForme Comfort Medium back Chair 1241-3,Chairs,,Business Interiors,1,645.99,Y,Y,N,sold,keep-live,1 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9840806887737
offices-to-go-chair-2,Offices To Go Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9103181250873
offices-to-go-ashmont-tilter-chair-1,Offices to Go® Ashmont Tilter Chair,Chairs,,Business Interiors,0,0.0,Y,Y,N,strategic-brand,keep-live,protected brand line,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9771586617657
overtime-350-high-back-heavy-duty-multi-tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter,Chairs,,Business Interiors,2,1788.0,Y,Y,N,sold,keep-live,2 units sold,"chairs, open-plan",https://admin.shopify.com/store/office-central/products/9664325615929
