handle,product_id,title,status,current_vendor,proposed_vendor,confidence,matched_pattern,will_change,is_hero_100
otg-mobile-foot-kit-pack-of-2,gid://shopify/Product/9665643315513,Otg | mobile foot kit - pack of 2,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
otg-panels,gid://shopify/Product/9665473052985,Otg panels,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
otg10740-masi-high-back-tilter,gid://shopify/Product/9708357452089,OTG10740 masi | high back tilter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
otg3915-centro-guest-chair,gid://shopify/Product/9766199361849,OTG3915 centro guest chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
otgma2-dual-monitor-arm,gid://shopify/Product/9676167774521,OTGMA2 dual monitor arm,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
pacific-high-back-tilter,gid://shopify/Product/9747446432057,Pacific high back tilter — MVL11870,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
part-time-armless-task-chair-mvl2836,gid://shopify/Product/10196146585913,Part-Time | Armless Task Chair MVL2836,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
part-time-task-chair-with-height-adjustable-arms-mvl,gid://shopify/Product/10196145045817,Part-Time | Task Chair with Height Adjustable Arms MVL,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
partitions-66-high,gid://shopify/Product/9749031158073,"Partitions 66"" high — 66""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
partitions-66-high-2-offices-1,gid://shopify/Product/9749031420217,"Partitions 66"" high 2 offices — 66""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
partitions-66-high-3-offices-1,gid://shopify/Product/9749032632633,"Partitions 66"" high 3 offices — 66""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
partitions-66-high-6-offices,gid://shopify/Product/9749033386297,"Partitions 66"" high 6 offices — 66""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
pedestal-file-file-with-or-without-wheels,gid://shopify/Product/9727990038841,Pedestal - file/file (with or without wheels),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
planter,gid://shopify/Product/9753608388921,Planter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
planters,gid://shopify/Product/9676187631929,Planters,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
please-select-a-finish,gid://shopify/Product/9769384116537,Please select a Finish,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
please-select-a-finish-1,gid://shopify/Product/9893783208249,Please select a finish,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
plexiglass-hanging-modesty-panel-48-width-x-15-height-2,gid://shopify/Product/9103182364985,"Plexiglass hanging modesty panel - 48"" width x 15"" height — 15""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
plexiglass-modesty-panels,gid://shopify/Product/9800589377849,Plexiglass modesty panels,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
pneumatic-single-table,gid://shopify/Product/10040680808761,Pneumatic single table,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
pod-phone-booths,gid://shopify/Product/9683089654073,Pod phone booths,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
polycarbonate-chairmat-for-hard-floors-hard-floor-60x-46-1,gid://shopify/Product/9098369335609,"Polycarbonate chairmat for hard floors - hard floor — 60""x 46""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
polycarbonate-chairmat-for-hard-floors-hard-floor-60x-46-demo,gid://shopify/Product/9356367954233,"Polycarbonate Chairmat for Hard Floors - Hard Floor 60""x 46"" demo",ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
power-plant-500222pp90-daisychaining,gid://shopify/Product/9842388468025,Power plant 500222PP90 daisychaining,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
power-station-with-3-outlets-and-2-usb,gid://shopify/Product/9698778710329,Power station with 3 outlets and 2 USB,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
premium-plinth-cylinder-table-recessed-base-2,gid://shopify/Product/9764262936889,"Premium plinth cylinder table, recessed base",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,gid://shopify/Product/9685608563001,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638)",ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,gid://shopify/Product/9733027758393,"Prime 49.6""h two file multi-stor cabinet, 36""w x 18""d - one adjustable shelf (gucc41g1836p) — GUCC41G1836P",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
prime-multi-storage-cabinet-lateral-file,gid://shopify/Product/9733027463481,Prime multi-storage cabinet / lateral file,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
privacy-desk-top-dividers,gid://shopify/Product/9693105062201,Privacy desk top dividers,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
quick-assembly-electric-height-adjustable-base,gid://shopify/Product/10045568352569,Quick assembly electric height adjustable base,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
quick-assembly-electric-height-adjustable-base-2-legs,gid://shopify/Product/9783856824633,Quick assembly electric height adjustable base - 2 legs,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
quick-assembly-height-adjustable-base,gid://shopify/Product/9842444271929,Quick assembly height adjustable base,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
racetrack-conference-table-1-top,gid://shopify/Product/9851761426745,"Racetrack conference table 1"" top — 1""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
rambler-ottoman-8-shape-size-options,gid://shopify/Product/9769354592569,Rambler ottoman (8 shape & size),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ranger-steel-4-post-table-42-w-x-30-d,gid://shopify/Product/9702669975865,Ranger steel 4-post table 42”w x 30”d,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ranger-table,gid://shopify/Product/9785891127609,Ranger table,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
rebound-armchair-polypropylene-seat-1,gid://shopify/Product/9693093790009,"Rebound armchair, polypropylene seat",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
rebound-armchair-upholstered-seat-r5apug,gid://shopify/Product/9729492975929,"Rebound armchair, upholstered seat (r5apug) — R5APUG",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
reception-desk-84-x-84-1,gid://shopify/Product/9098379854137,"Reception desk — 84"" x 84""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
reception-unit-72x72,gid://shopify/Product/9669947326777,"L shape reception unit 72""x72"" 15B — 72""x72""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
recliners-by-ryno,gid://shopify/Product/9683649954105,Recliners by Ryno,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
recycled-plastic-picnic-tables,gid://shopify/Product/9676931498297,Recycled plastic picnic tables,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
regalia-task-mesh-chair-otg10892,gid://shopify/Product/9706986733881,Regalia task mesh chair — OTG10892,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
robust-high-back-multi-tilter-chair-2526,gid://shopify/Product/9905517953337,Robust high back multi-tilter chair — 2526,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
rollamat-for-carpet-carpeted-floor-53-x-45-3,gid://shopify/Product/9098336895289,"Rollamat for carpet - carpeted floor — 53"" x 45""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
round-metal-base,gid://shopify/Product/9968003612985,Round metal base,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
round-table-29-high,gid://shopify/Product/9680085844281,"Round table 29"" high — 29""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
round-table-29-high-8-colours,gid://shopify/Product/10128782164281,"Round table 29"" high (8 colours) — 8 colours",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
round-table-42,gid://shopify/Product/10132451787065,Round table — 42,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
round-table-cross-base-8-colours,gid://shopify/Product/9841829478713,Round table cross base — 8 colours,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
round-table-glass-top,gid://shopify/Product/9673696248121,Round table glass top,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
round-table-glass-top-1,gid://shopify/Product/9673698214201,Round table glass top,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
round-table-x-base-5,gid://shopify/Product/9103337423161,Round table - x-base,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ryno-patio-furniture-waterproof-polyethylene,gid://shopify/Product/9683645563193,Ryno patio furniture waterproof polyethylene,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
safe-digital-fire-water-file,gid://shopify/Product/9103180366137,Safe digital fire/water file,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3,gid://shopify/Product/9103180693817,"Safe small security safe with electronic lock — 8.7"" x 13.8"" x 10.6""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
scoot-8945bl-lectern,gid://shopify/Product/9837829685561,Scoot 8945BL lectern,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
scoot-multi-purpose-lectern-8922bl-1,gid://shopify/Product/9693074391353,Scoot multi-purpose lectern — 8922BL,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,gid://shopify/Product/9688173543737,"Screenflex 5 panel mobile light-duty portable room divider, 6'5""h x 9'5""w, fabric color: stone — 5""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
screenflex-room-dividers,gid://shopify/Product/9757974364473,Screenflex room dividers,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
security-safe-39-x-26-5-x-26-5-1,gid://shopify/Product/9103329820985,"Security safe — 39"" x 26.5"" x 26.5""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
security-safe-fire-resistant-50-5-x-26-5-1,gid://shopify/Product/9103328969017,"Security safe fire resistant — 50.5"" x 26.5""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sentry-safe-security-safe-with-electronic-lock-4,gid://shopify/Product/9103335326009,Sentry safe security safe with electronic lock,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
shoptech-081,gid://shopify/Product/9754663682361,Shoptech — 081,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
shoptech-082,gid://shopify/Product/9754654933305,Shoptech — 082,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
shoptech-097-pc1000,gid://shopify/Product/9754633077049,Shoptech 097– — PC1000,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
shoptech-099rx,gid://shopify/Product/9754651525433,Shoptech — 099RX,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
shoptech-2300-pc775,gid://shopify/Product/9754652115257,Shoptech 2300– — PC775,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
shoptech-2302-pc775,gid://shopify/Product/9754653262137,Shoptech 2302– — PC775,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
shoptech-2410,gid://shopify/Product/9754654245177,Shoptech — 2410,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
shoptech-2500-pc550,gid://shopify/Product/9754656440633,Shoptech 2500– — PC550,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sidero-1,gid://shopify/Product/9685618884921,Sidero,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sidero-tablet-arm,gid://shopify/Product/9719783162169,Sidero Tablet Arm,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
sidero-tablet-chair,gid://shopify/Product/9719771300153,Sidero Tablet Chair,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
single-pedestal-desk-60w-x-30d,gid://shopify/Product/9726655791417,"Single pedestal desk - 60""w x 30""d — 30""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
single-pedestal-desk-nlp232,gid://shopify/Product/9782658629945,Single pedestal desk — NLP232,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sit-stand-1,gid://shopify/Product/9710311440697,Sit stand,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sit-stand-adjustable-desk-riser-32-wide,gid://shopify/Product/9667819798841,"Sit stand adjustable desk riser 32"" wide — 32""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sit-stand-fellowes-lotus-dual-arm-not-included,gid://shopify/Product/9667821994297,Sit stand fellowes lotus (dual arm not included),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sit2stand-series-sit-stand-workstation,gid://shopify/Product/9688143266105,Sit2stand series sit-stand workstation,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
six-13-medium-back-multi-tilter,gid://shopify/Product/9666758738233,Six 13 | medium back multi-tilter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
soft-pods,gid://shopify/Product/9667868524857,Soft pods,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
soho-desk-single-pedestal-2-sizes,gid://shopify/Product/9688274895161,Soho desk single pedestal — 2 sizes,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
solid-steel-shelving-starter-set,gid://shopify/Product/10046412554553,"Solid steel shelving, starter set",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
solo-gues-chair,gid://shopify/Product/10024625176889,Solo guest chair — 5225SSU,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
sonic-armchair-polypropylene-seat-back-6513,gid://shopify/Product/10043552071993,"Sonic armchair, polypropylene seat & back (6513) — 6513",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,gid://shopify/Product/9945372459321,"Sonic armchair, upholstered seat & polypropylene back, casters (6574) — 6574",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
sonic-armless-counter-stool-polypropylene-seat-back-6558cs,gid://shopify/Product/10042767475001,"Sonic armless counter stool, polypropylene seat & back (6558cs) — 6558CS",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
sonic-bar-stools-for-42-high-tables,gid://shopify/Product/9778210931001,"Sonic bar stools for 42"" high tables — 42""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sonoma,gid://shopify/Product/9683498795321,Sonoma,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sora-mesh-back-chair-6941-6942,gid://shopify/Product/9828305142073,Sora mesh back chair 6941 — 6942,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sparrow-otg10920-guest-chair,gid://shopify/Product/9747454427449,Sparrow OTG10920 guest chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
sphere-power,gid://shopify/Product/9723869462841,Sphere power,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
spritz-with-arms-and-castors-6765c,gid://shopify/Product/10017041875257,Spritz with arms and castors — 6765C,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
stacking-chair-duet-glb6621,gid://shopify/Product/9667770679609,Stacking chair duet — GLB6621,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
stacking-chair-popcorn-6711,gid://shopify/Product/9667777626425,Stacking chair popcorn — 6711,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
stacking-chair-sas-10-plus-colours,gid://shopify/Product/9667787161913,Stacking chair sas (10 plus colours),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
stacking-chair-sonic-6508,gid://shopify/Product/9667781034297,Stacking chair sonic — 6508,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
standard-lateral-files-2-3-4-5-drawers,gid://shopify/Product/9782444425529,"Standard lateral files (2,3,4 & 5 drawers) — 5 drawers",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
standing-desk-for-corner-desk-5,gid://shopify/Product/9103350169913,Standing desk for corner desk,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
stax-stacking-chair-8-colour-options,gid://shopify/Product/9724687679801,STAX Stacking Chair 8 Colour Options,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
staxx-chair,gid://shopify/Product/9897109848377,STAXX Chair,ARCHIVED,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
storage-cabinet-credenza-72w-x-24d,gid://shopify/Product/9722772357433,"Storage cabinet credenza, 72""w x 24""d — 24""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
storage-cabinet-with-doors,gid://shopify/Product/9853010051385,Storage cabinet with doors,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
storage-right-ff-sc-left-wardrobe,gid://shopify/Product/9722809811257,Storage / right ff & sc / left wardrobe,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
storage-wardrobe-unit,gid://shopify/Product/9722804863289,Storage wardrobe unit,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
stream-armchair-polypropylene-seat-back-2075app-1,gid://shopify/Product/9693091201337,"Stream armchair, polypropylene seat & back (2075app) — 2075APP",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
stream-armless-chair-polypropylene-seat-back-2075app,gid://shopify/Product/9693091889465,"Stream armless chair, polypropylene seat & back — 2075APP",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
student-chair-4-sizes,gid://shopify/Product/9682150621497,Student Chair 4 sizes,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
student-chair-4-sizes-1,gid://shopify/Product/9682147737913,Student Chair 4 sizes,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
student-chair-4-sizes-copy,gid://shopify/Product/9682149048633,Student Chair 4 sizes,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
student-chairs-3-sizes,gid://shopify/Product/10012482797881,Student Chairs (3 sizes),ARCHIVED,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
student-desk,gid://shopify/Product/9682495111481,Student Desk,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
student-desk-1,gid://shopify/Product/9682497536313,Student Desk,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
student-desk-carol-single-double-sided,gid://shopify/Product/9724689940793,Student Desk Carol Single & Double Sided,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
supra-x-chair-1,gid://shopify/Product/9795527344441,Supra x chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
table-18x28,gid://shopify/Product/9114131923257,"Table — 18""x28""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
table-29-x-28-3,gid://shopify/Product/9113895928121,"Table — 29"" x 28""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
table-29-x-28-4,gid://shopify/Product/9113981321529,"Table — 29"" x 28""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
table-29-x-28-5,gid://shopify/Product/9114029326649,"Table — 29"" x 28""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
table-desk-13-colour-options,gid://shopify/Product/9455249195321,Table desk 13 colour options — 13 colour,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
table-desk-height-adjustable,gid://shopify/Product/10086725615929,Table desk height adjustable,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
table-round-height-adjustable,gid://shopify/Product/9683059179833,Table round height adjustable,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
table-tops,gid://shopify/Product/10085804048697,Table tops (17 shapes & sizes),ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
tables-dolly-7,gid://shopify/Product/9113822462265,Tables dolly,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
tables-dolly-8,gid://shopify/Product/9113935479097,Tables dolly,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
taper-leg-table,gid://shopify/Product/9724674277689,Taper leg table,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
temptations-office-suite,gid://shopify/Product/9968549429561,Temptations office suite,ACTIVE,IOF,Brant Business Interiors,fallback,,yes,no
temptations-office-suite-copy,gid://shopify/Product/9968549888313,The corporate office suite,ACTIVE,IOF,Brant Business Interiors,fallback,,yes,no
the-corby-collection,gid://shopify/Product/9747771719993,The corby collection,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
the-erin-armless-chair-wood-legs-gc36530,gid://shopify/Product/9729480393017,"The erin armless chair, wood legs (gc36530) — GC36530",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
the-foster-recliner,gid://shopify/Product/9462257615161,The Foster Recliner,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
the-halifax-collection,gid://shopify/Product/9817942851897,The halifax collection,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
the-twilight-armchair-wood-veneer-back-2198ws,gid://shopify/Product/9729485898041,"The twilight armchair, wood veneer back (2198ws) — 2198WS",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
tl-high-back-multi-tilter,gid://shopify/Product/9664286523705,Tl | high back multi-tilter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
tl-high-back-synchro-tilter,gid://shopify/Product/9770566779193,Tl | high back synchro-tilter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
tower-charging-station-with-usb-ports-2-colour-options,gid://shopify/Product/9700992221497,Tower charging station with USB ports. 2 colour options. — 2 colour,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
trapezoid-tables-3-sizes,gid://shopify/Product/9769268871481,Trapezoid tables (3 sizes) — 3 sizes,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
trent-tilter-chair-high-back-bonded-leather-2717-4,gid://shopify/Product/9747450822969,Trent tilter chair high back bonded leather — 2717-4,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
triple-monitor-and-ipad-holder,gid://shopify/Product/9785822609721,Triple monitor and ipad holder,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
triple-monitor-arm,gid://shopify/Product/9666433515833,Triple monitor arm,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
tritek-7472-3-chair,gid://shopify/Product/10016146129209,Tritek 7472-3 chair,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
tucana-elite-training-nesting-tables,gid://shopify/Product/9728150241593,Tucana elite training nesting tables,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
two-drawer-lateral-file-nl3624lft,gid://shopify/Product/9782603186489,Two drawer lateral file — NL3624LFT,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
two-stage-electric-height-adjustable-table,gid://shopify/Product/9744712171833,Two-stage electric height adjustable table,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
u-shape-d-top-workstation,gid://shopify/Product/9720842944825,U-shape d-top workstation,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
u-shaped-desk-72w-x-96d,gid://shopify/Product/9726665031993,"""u"" shaped desk - 72""w x 96""d — 96""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
u-shaped-desk-with-3-stage-height-adjustable-table,gid://shopify/Product/9726676795705,"""u"" shaped desk with 3-stage height adjustable table",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
u-shaped-suite-with-rectangular-island,gid://shopify/Product/9726648353081,"""u"" shaped suite with rectangular island — NLP324",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
u-shaped-suite-with-table-desk-72w-x-96d,gid://shopify/Product/9726645797177,"""u"" shaped suite with table desk - 72""w x 96""d — 96""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ultima-adjustable-stool,gid://shopify/Product/9683134611769,Ultima adjustable stool,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ultra-armless-high-back-tilter-black,gid://shopify/Product/9039328477497,Ultra | Armless High Back Tilter Black,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
ultra-armless-high-back-tilter-mvl11732,gid://shopify/Product/9771602084153,Ultra | armless high back tilter — MVL11732,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ultra-guest-chair,gid://shopify/Product/10192184049977,Ultra guest chair,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
ultra-medium-back-guest-chair-with-arms-mvl11742,gid://shopify/Product/10168477090105,Ultra | medium back guest chair with arms — MVL11742,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
uni-flip-training-tables-7-sizes,gid://shopify/Product/9686666871097,Flip Top Training Tables 7 Sizes,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
unisource-promeltslice-ice-melting-compound-crystal-20-kg,gid://shopify/Product/9039381201209,Unisource PromeltSlice Ice Melting Compound - Crystal - 20 kg,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
upscale-meeting-boardroom-tables-3-sizes-8-colours,gid://shopify/Product/9674747117881,"Upscale meeting / boardroom tables 3 sizes, 8 colours — 3 sizes",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
vertical-fireproof-cabinets-2-3-4-drawer,gid://shopify/Product/9779950256441,"Vertical fireproof cabinets (2, 3 & 4 drawer) — 4 drawer",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
vesta-power-tower,gid://shopify/Product/9665685782841,Vesta power tower,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
vitrola-lounge-seating-4-size-options,gid://shopify/Product/10182901629241,Vitrola lounge seating (4 size options) — 4 size,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
wardrobe,gid://shopify/Product/9763504587065,Wardrobe,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
wardrobe-storage-cabinet-htwlevsr7218,gid://shopify/Product/9855836586297,Wardrobe / storage cabinet — HTWLEVSR7218,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
wardrobe-with-lock,gid://shopify/Product/9722802536761,Wardrobe with lock,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
wave-high-back-synchro-tilter,gid://shopify/Product/10197035385145,Wave | High Back Synchro-Tilter,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
white-board-magnetic-mobile-on-wheels,gid://shopify/Product/10030448312633,White board magnetic (mobile) on wheels,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
